matlab_id,trial,GroupCount,mean_opt_choice
1,1,100,0.49
1,2,100,0.54
1,3,100,0.53
1,4,100,0.55
1,5,100,0.47
1,6,100,0.53
1,7,100,0.57
1,8,100,0.46
1,9,100,0.55
1,10,100,0.63
1,11,100,0.56
1,12,100,0.51
1,13,100,0.5
1,14,100,0.63
1,15,100,0.67
1,16,100,0.49
1,17,100,0.53
1,18,100,0.51
1,19,100,0.49
1,20,100,0.58
1,21,100,0.54
1,22,100,0.52
1,23,100,0.5
1,24,100,0.53
1,25,100,0.48
1,26,100,0.65
1,27,100,0.59
1,28,100,0.45
1,29,100,0.56
1,30,100,0.56
1,31,100,0.51
1,32,100,0.55
1,33,100,0.57
1,34,100,0.51
1,35,100,0.69
1,36,100,0.55
1,37,100,0.58
1,38,100,0.61
1,39,100,0.44
1,40,100,0.61
1,41,100,0.47
1,42,100,0.61
1,43,100,0.53
1,44,100,0.57
1,45,100,0.61
1,46,100,0.53
1,47,100,0.53
1,48,100,0.53
1,49,100,0.54
1,50,100,0.5
1,51,100,0.5
1,52,100,0.55
1,53,100,0.6
1,54,100,0.47
1,55,100,0.56
1,56,100,0.5
1,57,100,0.5
1,58,100,0.54
1,59,100,0.57
1,60,100,0.56
1,61,100,0.57
1,62,100,0.53
1,63,100,0.58
1,64,100,0.51
1,65,100,0.63
1,66,100,0.57
1,67,100,0.52
1,68,100,0.51
1,69,100,0.56
1,70,100,0.52
1,71,100,0.52
1,72,100,0.57
1,73,100,0.59
1,74,100,0.47
1,75,100,0.56
1,76,100,0.56
1,77,100,0.58
1,78,100,0.51
1,79,100,0.54
1,80,100,0.48
1,81,100,0.58
1,82,100,0.48
1,83,100,0.61
1,84,100,0.52
1,85,100,0.43
1,86,100,0.53
1,87,100,0.59
1,88,100,0.53
1,89,100,0.53
1,90,100,0.53
1,91,100,0.56
1,92,100,0.48
1,93,100,0.52
1,94,100,0.49
1,95,100,0.55
1,96,100,0.58
1,97,100,0.53
1,98,100,0.64
1,99,100,0.49
1,100,100,0.6
1,101,100,0.55
1,102,100,0.55
1,103,100,0.56
1,104,100,0.6
1,105,100,0.52
1,106,100,0.62
1,107,100,0.57
1,108,100,0.61
1,109,100,0.56
1,110,100,0.66
1,111,100,0.53
1,112,100,0.58
1,113,100,0.64
1,114,100,0.55
1,115,100,0.59
1,116,100,0.59
1,117,100,0.55
1,118,100,0.51
1,119,100,0.65
1,120,100,0.53
1,121,100,0.59
1,122,100,0.52
1,123,100,0.64
1,124,100,0.67
1,125,100,0.65
1,126,100,0.59
1,127,100,0.54
1,128,100,0.67
1,129,100,0.61
1,130,100,0.6
1,131,100,0.6
1,132,100,0.59
1,133,100,0.48
1,134,100,0.61
1,135,100,0.62
1,136,100,0.55
1,137,100,0.54
1,138,100,0.55
1,139,100,0.61
1,140,100,0.5
1,141,100,0.58
1,142,100,0.65
1,143,100,0.61
1,144,100,0.53
1,145,100,0.62
1,146,100,0.55
1,147,100,0.62
1,148,100,0.61
1,149,100,0.59
1,150,100,0.56
1,151,100,0.61
1,152,100,0.64
1,153,100,0.71
1,154,100,0.54
1,155,100,0.65
1,156,100,0.58
1,157,100,0.73
1,158,100,0.55
1,159,100,0.6
1,160,100,0.53
1,161,100,0.65
1,162,100,0.66
1,163,100,0.69
1,164,100,0.53
1,165,100,0.49
1,166,100,0.49
1,167,100,0.64
1,168,100,0.57
1,169,100,0.64
1,170,100,0.68
1,171,100,0.55
1,172,100,0.63
1,173,100,0.63
1,174,100,0.52
1,175,100,0.55
1,176,100,0.68
1,177,100,0.57
1,178,100,0.61
1,179,100,0.48
1,180,100,0.64
1,181,100,0.64
1,182,100,0.61
1,183,100,0.65
1,184,100,0.54
1,185,100,0.65
1,186,100,0.62
1,187,100,0.59
1,188,100,0.56
1,189,100,0.66
1,190,100,0.64
1,191,100,0.59
1,192,100,0.69
1,193,100,0.56
1,194,100,0.58
1,195,100,0.5
1,196,100,0.55
1,197,100,0.69
1,198,100,0.64
1,199,100,0.73
1,200,100,0.6
3,1,100,0.51
3,2,100,0.57
3,3,100,0.57
3,4,100,0.5
3,5,100,0.59
3,6,100,0.44
3,7,100,0.48
3,8,100,0.52
3,9,100,0.6
3,10,100,0.52
3,11,100,0.52
3,12,100,0.46
3,13,100,0.53
3,14,100,0.55
3,15,100,0.48
3,16,100,0.41
3,17,100,0.6
3,18,100,0.46
3,19,100,0.61
3,20,100,0.44
3,21,100,0.51
3,22,100,0.53
3,23,100,0.51
3,24,100,0.52
3,25,100,0.58
3,26,100,0.54
3,27,100,0.53
3,28,100,0.5
3,29,100,0.58
3,30,100,0.51
3,31,100,0.45
3,32,100,0.59
3,33,100,0.51
3,34,100,0.58
3,35,100,0.54
3,36,100,0.5
3,37,100,0.52
3,38,100,0.56
3,39,100,0.56
3,40,100,0.45
3,41,100,0.59
3,42,100,0.55
3,43,100,0.51
3,44,100,0.61
3,45,100,0.54
3,46,100,0.53
3,47,100,0.49
3,48,100,0.53
3,49,100,0.58
3,50,100,0.56
3,51,100,0.66
3,52,100,0.58
3,53,100,0.59
3,54,100,0.56
3,55,100,0.63
3,56,100,0.61
3,57,100,0.52
3,58,100,0.54
3,59,100,0.57
3,60,100,0.55
3,61,100,0.54
3,62,100,0.57
3,63,100,0.52
3,64,100,0.47
3,65,100,0.66
3,66,100,0.54
3,67,100,0.53
3,68,100,0.59
3,69,100,0.59
3,70,100,0.55
3,71,100,0.54
3,72,100,0.53
3,73,100,0.61
3,74,100,0.59
3,75,100,0.64
3,76,100,0.64
3,77,100,0.62
3,78,100,0.54
3,79,100,0.49
3,80,100,0.56
3,81,100,0.58
3,82,100,0.58
3,83,100,0.66
3,84,100,0.52
3,85,100,0.55
3,86,100,0.66
3,87,100,0.62
3,88,100,0.65
3,89,100,0.59
3,90,100,0.53
3,91,100,0.56
3,92,100,0.68
3,93,100,0.62
3,94,100,0.58
3,95,100,0.55
3,96,100,0.7
3,97,100,0.59
3,98,100,0.58
3,99,100,0.62
3,100,100,0.66
3,101,100,0.49
3,102,100,0.5
3,103,100,0.53
3,104,100,0.55
3,105,100,0.53
3,106,100,0.54
3,107,100,0.57
3,108,100,0.66
3,109,100,0.65
3,110,100,0.68
3,111,100,0.67
3,112,100,0.75
3,113,100,0.72
3,114,100,0.7
3,115,100,0.74
3,116,100,0.76
3,117,100,0.74
3,118,100,0.81
3,119,100,0.73
3,120,100,0.82
3,121,100,0.75
3,122,100,0.76
3,123,100,0.79
3,124,100,0.78
3,125,100,0.75
3,126,100,0.77
3,127,100,0.75
3,128,100,0.79
3,129,100,0.78
3,130,100,0.71
3,131,100,0.73
3,132,100,0.77
3,133,100,0.78
3,134,100,0.73
3,135,100,0.79
3,136,100,0.76
3,137,100,0.71
3,138,100,0.77
3,139,100,0.81
3,140,100,0.73
3,141,100,0.76
3,142,100,0.78
3,143,100,0.82
3,144,100,0.7
3,145,100,0.73
3,146,100,0.73
3,147,100,0.72
3,148,100,0.76
3,149,100,0.76
3,150,100,0.84
3,151,100,0.79
3,152,100,0.73
3,153,100,0.82
3,154,100,0.75
3,155,100,0.78
3,156,100,0.77
3,157,100,0.79
3,158,100,0.76
3,159,100,0.8
3,160,100,0.78
3,161,100,0.77
3,162,100,0.8
3,163,100,0.74
3,164,100,0.77
3,165,100,0.71
3,166,100,0.78
3,167,100,0.72
3,168,100,0.81
3,169,100,0.76
3,170,100,0.78
3,171,100,0.77
3,172,100,0.74
3,173,100,0.74
3,174,100,0.75
3,175,100,0.77
3,176,100,0.78
3,177,100,0.76
3,178,100,0.78
3,179,100,0.78
3,180,100,0.73
3,181,100,0.75
3,182,100,0.76
3,183,100,0.78
3,184,100,0.75
3,185,100,0.72
3,186,100,0.75
3,187,100,0.75
3,188,100,0.71
3,189,100,0.7
3,190,100,0.72
3,191,100,0.72
3,192,100,0.79
3,193,100,0.74
3,194,100,0.74
3,195,100,0.77
3,196,100,0.69
3,197,100,0.69
3,198,100,0.75
3,199,100,0.73
3,200,100,0.7
6,1,100,0.55
6,2,100,0.44
6,3,100,0.42
6,4,100,0.49
6,5,100,0.54
6,6,100,0.6
6,7,100,0.64
6,8,100,0.71
6,9,100,0.63
6,10,100,0.61
6,11,100,0.64
6,12,100,0.63
6,13,100,0.78
6,14,100,0.76
6,15,100,0.69
6,16,100,0.68
6,17,100,0.72
6,18,100,0.75
6,19,100,0.74
6,20,100,0.71
6,21,100,0.7
6,22,100,0.69
6,23,100,0.8
6,24,100,0.8
6,25,100,0.77
6,26,100,0.81
6,27,100,0.71
6,28,100,0.76
6,29,100,0.81
6,30,100,0.78
6,31,100,0.8
6,32,100,0.83
6,33,100,0.76
6,34,100,0.8
6,35,100,0.78
6,36,100,0.77
6,37,100,0.78
6,38,100,0.81
6,39,100,0.77
6,40,100,0.75
6,41,100,0.78
6,42,100,0.83
6,43,100,0.79
6,44,100,0.8
6,45,100,0.83
6,46,100,0.8
6,47,100,0.84
6,48,100,0.73
6,49,100,0.8
6,50,100,0.78
6,51,100,0.74
6,52,100,0.78
6,53,100,0.74
6,54,100,0.82
6,55,100,0.87
6,56,100,0.81
6,57,100,0.76
6,58,100,0.76
6,59,100,0.8
6,60,100,0.8
6,61,100,0.81
6,62,100,0.78
6,63,100,0.78
6,64,100,0.78
6,65,100,0.77
6,66,100,0.78
6,67,100,0.81
6,68,100,0.76
6,69,100,0.78
6,70,100,0.8
6,71,100,0.78
6,72,100,0.75
6,73,100,0.77
6,74,100,0.72
6,75,100,0.81
6,76,100,0.69
6,77,100,0.7
6,78,100,0.77
6,79,100,0.72
6,80,100,0.74
6,81,100,0.69
6,82,100,0.71
6,83,100,0.72
6,84,100,0.74
6,85,100,0.7
6,86,100,0.67
6,87,100,0.72
6,88,100,0.69
6,89,100,0.72
6,90,100,0.69
6,91,100,0.68
6,92,100,0.65
6,93,100,0.7
6,94,100,0.64
6,95,100,0.69
6,96,100,0.68
6,97,100,0.72
6,98,100,0.68
6,99,100,0.73
6,100,100,0.73
6,101,100,0.57
6,102,100,0.55
6,103,100,0.65
6,104,100,0.65
6,105,100,0.58
6,106,100,0.48
6,107,100,0.52
6,108,100,0.56
6,109,100,0.51
6,110,100,0.52
6,111,100,0.54
6,112,100,0.54
6,113,100,0.58
6,114,100,0.55
6,115,100,0.59
6,116,100,0.54
6,117,100,0.67
6,118,100,0.58
6,119,100,0.57
6,120,100,0.58
6,121,100,0.57
6,122,100,0.62
6,123,100,0.64
6,124,100,0.6
6,125,100,0.58
6,126,100,0.63
6,127,100,0.65
6,128,100,0.68
6,129,100,0.68
6,130,100,0.69
6,131,100,0.69
6,132,100,0.72
6,133,100,0.73
6,134,100,0.74
6,135,100,0.69
6,136,100,0.75
6,137,100,0.74
6,138,100,0.66
6,139,100,0.79
6,140,100,0.75
6,141,100,0.78
6,142,100,0.74
6,143,100,0.77
6,144,100,0.74
6,145,100,0.82
6,146,100,0.8
6,147,100,0.8
6,148,100,0.78
6,149,100,0.8
6,150,100,0.82
6,151,100,0.84
6,152,100,0.83
6,153,100,0.82
6,154,100,0.8
6,155,100,0.81
6,156,100,0.83
6,157,100,0.86
6,158,100,0.88
6,159,100,0.85
6,160,100,0.83
6,161,100,0.84
6,162,100,0.84
6,163,100,0.84
6,164,100,0.9
6,165,100,0.87
6,166,100,0.84
6,167,100,0.89
6,168,100,0.86
6,169,100,0.87
6,170,100,0.87
6,171,100,0.88
6,172,100,0.89
6,173,100,0.92
6,174,100,0.89
6,175,100,0.9
6,176,100,0.92
6,177,100,0.92
6,178,100,0.88
6,179,100,0.92
6,180,100,0.91
6,181,100,0.91
6,182,100,0.87
6,183,100,0.94
6,184,100,0.91
6,185,100,0.91
6,186,100,0.94
6,187,100,0.93
6,188,100,0.93
6,189,100,0.91
6,190,100,0.92
6,191,100,0.93
6,192,100,0.96
6,193,100,0.96
6,194,100,0.96
6,195,100,0.95
6,196,100,0.94
6,197,100,0.97
6,198,100,0.95
6,199,100,0.95
6,200,100,0.96
7,1,100,0.52
7,2,100,0.46
7,3,100,0.49
7,4,100,0.57
7,5,100,0.37
7,6,100,0.51
7,7,100,0.5
7,8,100,0.61
7,9,100,0.67
7,10,100,0.58
7,11,100,0.56
7,12,100,0.52
7,13,100,0.63
7,14,100,0.55
7,15,100,0.65
7,16,100,0.6
7,17,100,0.63
7,18,100,0.66
7,19,100,0.72
7,20,100,0.62
7,21,100,0.68
