matlab_id,trial,GroupCount,mean_opt_choice
1,1,100,0.44
1,2,100,0.49
1,3,100,0.5
1,4,100,0.56
1,5,100,0.48
1,6,100,0.61
1,7,100,0.55
1,8,100,0.54
1,9,100,0.56
1,10,100,0.49
1,11,100,0.46
1,12,100,0.54
1,13,100,0.54
1,14,100,0.52
1,15,100,0.49
1,16,100,0.45
1,17,100,0.56
1,18,100,0.61
1,19,100,0.52
1,20,100,0.55
1,21,100,0.38
1,22,100,0.59
1,23,100,0.53
1,24,100,0.45
1,25,100,0.52
1,26,100,0.59
1,27,100,0.58
1,28,100,0.58
1,29,100,0.52
1,30,100,0.54
1,31,100,0.6
1,32,100,0.57
1,33,100,0.56
1,34,100,0.59
1,35,100,0.47
1,36,100,0.48
1,37,100,0.54
1,38,100,0.5
1,39,100,0.46
1,40,100,0.49
1,41,100,0.52
1,42,100,0.53
1,43,100,0.61
1,44,100,0.53
1,45,100,0.6
1,46,100,0.58
1,47,100,0.55
1,48,100,0.55
1,49,100,0.49
1,50,100,0.47
1,51,100,0.53
1,52,100,0.59
1,53,100,0.43
1,54,100,0.53
1,55,100,0.41
1,56,100,0.41
1,57,100,0.56
1,58,100,0.49
1,59,100,0.51
1,60,100,0.58
1,61,100,0.57
1,62,100,0.59
1,63,100,0.52
1,64,100,0.42
1,65,100,0.59
1,66,100,0.55
1,67,100,0.52
1,68,100,0.46
1,69,100,0.54
1,70,100,0.48
1,71,100,0.62
1,72,100,0.54
1,73,100,0.49
1,74,100,0.51
1,75,100,0.56
1,76,100,0.67
1,77,100,0.64
1,78,100,0.57
1,79,100,0.55
1,80,100,0.61
1,81,100,0.58
1,82,100,0.46
1,83,100,0.54
1,84,100,0.5
1,85,100,0.53
1,86,100,0.54
1,87,100,0.6
1,88,100,0.54
1,89,100,0.46
1,90,100,0.62
1,91,100,0.6
1,92,100,0.46
1,93,100,0.5
1,94,100,0.52
1,95,100,0.55
1,96,100,0.53
1,97,100,0.5
1,98,100,0.51
1,99,100,0.56
1,100,100,0.6
1,101,100,0.55
1,102,100,0.5
1,103,100,0.46
1,104,100,0.48
1,105,100,0.56
1,106,100,0.44
1,107,100,0.53
1,108,100,0.49
1,109,100,0.55
1,110,100,0.45
1,111,100,0.49
1,112,100,0.53
1,113,100,0.53
1,114,100,0.57
1,115,100,0.65
1,116,100,0.52
1,117,100,0.58
1,118,100,0.57
1,119,100,0.49
1,120,100,0.57
1,121,100,0.59
1,122,100,0.51
1,123,100,0.49
1,124,100,0.48
1,125,100,0.61
1,126,100,0.51
1,127,100,0.59
1,128,100,0.58
1,129,100,0.6
1,130,100,0.47
1,131,100,0.55
1,132,100,0.48
1,133,100,0.53
1,134,100,0.59
1,135,100,0.46
1,136,100,0.5
1,137,100,0.61
1,138,100,0.49
1,139,100,0.55
1,140,100,0.63
1,141,100,0.45
1,142,100,0.49
1,143,100,0.52
1,144,100,0.51
1,145,100,0.55
1,146,100,0.55
1,147,100,0.48
1,148,100,0.56
1,149,100,0.51
1,150,100,0.59
1,151,100,0.51
1,152,100,0.57
1,153,100,0.44
1,154,100,0.49
1,155,100,0.54
1,156,100,0.53
1,157,100,0.44
1,158,100,0.53
1,159,100,0.5
1,160,100,0.54
1,161,100,0.44
1,162,100,0.57
1,163,100,0.57
1,164,100,0.45
1,165,100,0.54
1,166,100,0.46
1,167,100,0.49
1,168,100,0.5
1,169,100,0.49
1,170,100,0.5
1,171,100,0.49
1,172,100,0.52
1,173,100,0.46
1,174,100,0.53
1,175,100,0.49
1,176,100,0.51
1,177,100,0.48
1,178,100,0.49
1,179,100,0.64
1,180,100,0.49
1,181,100,0.56
1,182,100,0.52
1,183,100,0.54
1,184,100,0.49
1,185,100,0.55
1,186,100,0.47
1,187,100,0.42
1,188,100,0.49
1,189,100,0.53
1,190,100,0.6
1,191,100,0.5
1,192,100,0.5
1,193,100,0.55
1,194,100,0.53
1,195,100,0.55
1,196,100,0.57
1,197,100,0.47
1,198,100,0.53
1,199,100,0.56
1,200,100,0.54
3,1,100,0.5
3,2,100,0.52
3,3,100,0.42
3,4,100,0.43
3,5,100,0.53
3,6,100,0.56
3,7,100,0.53
3,8,100,0.49
3,9,100,0.53
3,10,100,0.56
3,11,100,0.57
3,12,100,0.54
3,13,100,0.66
3,14,100,0.51
3,15,100,0.53
3,16,100,0.6
3,17,100,0.57
3,18,100,0.67
3,19,100,0.64
3,20,100,0.64
3,21,100,0.71
3,22,100,0.64
3,23,100,0.52
3,24,100,0.65
3,25,100,0.53
3,26,100,0.55
3,27,100,0.52
3,28,100,0.6
3,29,100,0.64
3,30,100,0.64
3,31,100,0.59
3,32,100,0.63
3,33,100,0.52
3,34,100,0.7
3,35,100,0.63
3,36,100,0.65
3,37,100,0.63
3,38,100,0.7
3,39,100,0.78
3,40,100,0.67
3,41,100,0.7
3,42,100,0.72
3,43,100,0.71
3,44,100,0.71
3,45,100,0.67
3,46,100,0.72
3,47,100,0.64
3,48,100,0.69
3,49,100,0.73
3,50,100,0.69
3,51,100,0.72
3,52,100,0.69
3,53,100,0.72
3,54,100,0.75
3,55,100,0.76
3,56,100,0.68
3,57,100,0.68
3,58,100,0.73
3,59,100,0.74
3,60,100,0.69
3,61,100,0.63
3,62,100,0.73
3,63,100,0.69
3,64,100,0.65
3,65,100,0.75
3,66,100,0.72
3,67,100,0.7
3,68,100,0.72
3,69,100,0.71
3,70,100,0.79
3,71,100,0.76
3,72,100,0.74
3,73,100,0.76
3,74,100,0.68
3,75,100,0.75
3,76,100,0.79
3,77,100,0.78
3,78,100,0.77
3,79,100,0.81
3,80,100,0.81
3,81,100,0.73
3,82,100,0.72
3,83,100,0.75
3,84,100,0.78
3,85,100,0.76
3,86,100,0.76
3,87,100,0.78
3,88,100,0.73
3,89,100,0.74
3,90,100,0.67
3,91,100,0.7
3,92,100,0.77
3,93,100,0.75
3,94,100,0.75
3,95,100,0.73
3,96,100,0.79
3,97,100,0.82
3,98,100,0.76
3,99,100,0.79
3,100,100,0.75
3,101,100,0.48
3,102,100,0.47
3,103,100,0.53
3,104,100,0.53
3,105,100,0.55
3,106,100,0.45
3,107,100,0.49
3,108,100,0.62
3,109,100,0.55
3,110,100,0.48
3,111,100,0.6
3,112,100,0.48
3,113,100,0.56
3,114,100,0.55
3,115,100,0.6
3,116,100,0.61
3,117,100,0.61
3,118,100,0.53
3,119,100,0.52
3,120,100,0.52
3,121,100,0.59
3,122,100,0.55
3,123,100,0.6
3,124,100,0.58
3,125,100,0.67
3,126,100,0.62
3,127,100,0.61
3,128,100,0.63
3,129,100,0.58
3,130,100,0.55
3,131,100,0.64
3,132,100,0.57
3,133,100,0.68
3,134,100,0.66
3,135,100,0.6
3,136,100,0.63
3,137,100,0.65
3,138,100,0.59
3,139,100,0.64
3,140,100,0.62
3,141,100,0.66
3,142,100,0.6
3,143,100,0.74
3,144,100,0.62
3,145,100,0.67
3,146,100,0.69
3,147,100,0.63
3,148,100,0.7
3,149,100,0.68
3,150,100,0.64
3,151,100,0.66
3,152,100,0.72
3,153,100,0.67
3,154,100,0.66
3,155,100,0.66
3,156,100,0.7
3,157,100,0.65
3,158,100,0.61
3,159,100,0.68
3,160,100,0.75
3,161,100,0.75
3,162,100,0.78
3,163,100,0.71
3,164,100,0.67
3,165,100,0.63
