beta,alpha_pos_risk_good,alpha_neg_risk_good,alpha_pos_risk_bad,alpha_neg_risk_bad
26.3774342586073,0.821497488494317,0.618720177205259,0.449447550698871,0.0952509218737251
21.9361675604014,0.26200566430315,0.00268455831401349,0.514262738758775,0.761518896060134
23.0113166022005,0.42483919150158,0.98323491209573,0.224643690978487,0.471653686029048
10.7097997723476,0.341443928747425,0.307146648882191,0.0942859166637183,0.0822599229065738
27.9366596647792,0.312874311372746,0.981759699601086,0.689188361208007,0.01848281502603
28.7137476576122,0.424889188678575,0.11370794556178,0.223189871465496,0.0298284049802201
22.1845309397392,0.181880300430897,0.600045095933208,0.0220187353249238,0.364618935162277
29.8091011105188,0.48594724498386,0.804314377693893,0.124896547889973,0.502081139910965
28.9058768990386,0.385239813279366,0.884839068290715,0.774009895413409,0.0317329491135803
7.2821196688365,0.598170204195047,0.894352687750932,0.286160255418039,0.500311208088439
27.5094962317023,0.184828729029609,0.446419547434895,0.292993187500964,0.720279745638315
5.73334283443861,0.527855967864966,0.647584384048789,0.637554199708244,0.232441385582452
6.90798075055817,0.0169651229786149,0.00487852061304617,0.311396607535528,0.0414221089358955
1.17416251756149,0.904594308888323,0.195181378683702,0.958212634537791,0.907684952978505
29.1958216906519,0.934840567875753,0.734592259506828,0.259317170489104,0.329672545953797
1.73219353060308,0.9679890183585,0.16986325828038,0.478424536680685,0.480061455613421
1.92772173396502,0.658688877903203,0.502392373069235,0.759873100210089,0.636624646170232
10.783862633572,0.504113192758188,0.922663485636554,0.672954170024894,0.501748768989725
2.08536577176284,0.597509268497218,0.920577966922321,0.358934580958224,0.549256355072673
10.5002528743094,0.853115215017861,0.279091638552547,0.187531454399358,0.395852323450522
4.12705403498089,0.788219959734186,0.143703979607758,0.894533964209805,0.212394952605476
5.13576111046669,0.111617647296985,0.702947653686556,0.947268110281505,0.220327844812108
12.3015166000593,0.096525731374434,0.686196781335842,0.0721251882328996,0.867174731975831
21.6900013580827,0.183600442094825,0.68187922082503,0.311326393562312,0.726720173339552
12.7280720026639,0.348962526997882,0.726699653859158,0.631328095070225,0.0705163472346522
4.49127948606038,0.571582093877462,0.350713692003719,0.855132069506742,0.276754329091499
3.97222966862453,0.245547707464002,0.816340929286826,0.720328118255377,0.930112568449278
10.1547719222883,0.0451374324439451,0.790663710902077,0.677141029708349,0.226821651625033
4.45807989008927,0.246569363087319,0.235992764919626,0.299520785562215,0.725975372999606
26.7026388663863,0.324509023852977,0.812037539777264,0.382126217138684,0.017061802343019
13.6292705394816,0.291268206192369,0.959244374928989,0.859974380784117,0.07668614107377
13.4894861794101,0.253097704002362,0.86016833666649,0.122510718231928,0.481322474073544
13.0499058600023,0.0519781222727156,0.722236708644918,0.0759064997386752,0.0814118348711701
23.543356641521,0.136807451150897,0.0127789566586682,0.962335866086084,0.702338423098503
10.4364772401793,0.902781137582789,0.146007484888759,0.604209804620359,0.969620329389065
13.5535031913391,0.470546764295411,0.901261294841195,0.343664804610125,0.214952502643025
3.41264948144665,0.0416946144145262,0.588735600729401,0.481971441446634,0.0404112594482288
26.091557408489,0.623512965069705,0.334963558356907,0.476817388907495,0.604021969249128
3.00357627464872,0.150854212844488,0.716141021213028,0.982817663863693,0.20149621890808
24.0343619950907,0.229329087287795,0.00185449227236745,0.340468608016585,0.883028440119606
25.5857066357653,0.619742518421468,0.0838954163294096,0.710885762255258,0.985022630276288
8.94376251126906,0.0620560152381591,0.672243593307667,0.763395077182614,0.917838074218428
21.8726285726527,0.402728628723412,0.3898023643699,0.359056078738382,0.0753526573174211
2.27220908198976,0.0479336571541397,0.867523374230876,0.222241240269687,0.696489112538521
28.5253748205024,0.63436957412891,0.24746677540002,0.359262716690393,0.0104770980817797
21.4395971223099,0.252731150373897,0.741781295773882,0.569341170949085,0.440320272774388
26.7511198257962,0.432650298639368,0.138228639587614,0.0870340935651184,0.934970115303232
24.630205857463,0.230631520732111,0.934746133481684,0.0266944216079897,0.299455707557407
